fin	feature	left_context	kwic	right_context
rohan	inf_form	-	Rohanni kezdtem	a kék Cuore felé...
rohan	inf_form	-	Rohanni kezdett	.
rohan	inf_form		Rohannom kellett	.
rohan	inf_form		Rohanni akar	egyre amaz után.
rohan	inf_form		Muszáj rohannom	csók mindenkinek.
rohan	inf_form		Rohanni kezdtem	.
rohan	inf_form		Elkezdtem rohanni	amennyire csak a lábam bírta.
rohan	inf_form		Elkezdett velem rohanni	és haza vitt.
rohan	inf_form		Rohanni kell	.
rohan	inf_form		Tuti rohanni	fognak az emberek uj antennát venni..
rohan	inf_form		Rohannunk pedig felesleges	.
rohan	inf_form		Lehet hétfőn rohanni	tablettáért.
rohan	inf_form		Rohannia kell	haza.
rohan	inf_form		Rohannom kell	a szerkesztőségbe.
rohan	inf_form		Rohanni kezdtem	.
rohan	inf_form		Öltözködniük kell és rohanni	kifelé...
rohan	inf_form		Rohanni kellett	.
rohan	FIN INF		Rohantam telefonálni	.
rohan	FIN INF		Rohan kaput nyitni	.
rohan	FIN INF	-	Rohant ajtót nyitni	.
rohan	FIN INF		Rohant keresni	.
rohan	FIN INF		Rohantam ajtót nyitni	.
rohan	FIN INF		Rohant fizetni	.
rohan	FIN INF		Rohant fizetni	.
rohan	FIN INF		Rohantam telefonálni	másikunknak.
rohan	FIN INF		Rohantam ajtót nyitni	.
rohan	FIN INF		Rohantak a kabinokba vetkőzni	.
rohan	FIN INF		Rohanok kölcsönözni	.
rohan	FIN INF		Rohant a szántóföldön a traktor a kombinátorral magágyat készíteni	.
rohan	FIN INF		Rohanunk “ csatlakozni	Európához “.
rohan	FIN INF		Rohantak jegyet vásárolni	.
rohan	INF FIN		Gianni a telefonhoz rohan	.
tervez	inf_form		Jó lenne egyszer egy templomot is tervezni	.
tervez	inf_form		Elkezdtünk tervezni	“ rajzolgatni “ a magunk gyönyörűségére.
tervez	inf_form		Nehéz ezen adat nélkül a büdzsét tervezni	.
tervez	inf_form		Elkezdtük egyre tudatosabban tervezni	a világítási konstrukciókat.
tervez	inf_form		Szeretek ezért tervezni	.
tervez	inf_form		Tök rugalmasan lehet így tervezni	.
tervez	inf_form		Lehet újra tervezni	.
tervez	inf_form		Tervezni és szervezni kell	a tavaszi áradás megfékezését a Felső-Tisza vidékén.
tervez	inf_form		Lehetett tervezni	.
tervez	inf_form		Érdemes viszont tudatosan tervezni	a startot.
tervez	inf_form		Tervezni más módszerekkel kell	.
tervez	inf_form		Zárt térben ajánlott programokat tervezni	.
tervez	inf_form		Nehéz tervezni	valami konkrétumot a Nemzetközi Sakkszövetség bizonytalan tervei közepette.
tervez	inf_form		Érdemes kirándulásokat tervezni	.
tervez	inf_form		Megtalálta Tumladen rejtett völgyét és tervezni	kezdett egy várost Tirion mintájára.
tervez	inf_form		Elkezdték tervezni	az új nyomvonalat és elkezdték tervezni az új járművet.
tervez	inf_form		Tudja a jövendo lakását tervezni	.
tervez	inf_form		Tudja a bevételt-kiadást tervezni	.
tervez	FIN INF		Tervezek egy toolkites leírást illetve frissíteni	a bejegyzéseket és egy nagy cikkbe rakatni őket majd itt a fórumban egy linket rakni a bevezetőben.
tervez	FIN INF		Tervezek venni	egy sztereo erősítőt a Canton LE-103 hangfalpáromhoz.
tervez	FIN INF		Tervezek új telefon venni	.
tervez	FIN INF		Tervezek persze tokot venni	hozzá és a kijelzôfólia is azonnal rámegy majd.
tervez	FIN INF		Tervezek venni	egy smart tv-t és erre szeretném áttolni a filmeket.
tervez	FIN INF		Tervezte az 1958-ban átadott heluani	( Egyiptom ) 800 m hosszú közúti és vasúti Nílus-hidat.
tervez	FIN INF		Tervezte az 1958-ban átadott heluani	( Egyiptom ) 800 m hosszú közúti és vasúti Nílus-hidat.
tervez	FIN INF		Tervez -e a minisztérium javaslatot tenni	a 17.
tervez	INF FIN		Bevezetni tervezik	nagy hirtelen az újszülött gyermek édesapjának járó egyhetes fizetett szülési szabadságot a gyermek kéthónapos koráig.
tervez	INF FIN		Szabályozni tervezi	ugyanakkor a halászati igazgatás körében a gyakorlatban felmerült egyes további kérdéseket is.
tervez	INF FIN		Eladni tervezem	..
tervez	INF FIN		Módosítani tervezik	a Munka Törvénykönyvét.
tervez	INF FIN		Növelni tervezik	a végrehajtók közti versenyt.
tervez	INF FIN		Csökkenteni tervezik	az egyetemek költségvetését is.
tervez	INF FIN		Bevezetni tervezik	a sávos évek számát.
érdeklődik	inf_form	-	Érdeklődni szeretnénk	...
érdeklődik	inf_form		Szoktunk érdeklődni	hogyléte felől.
érdeklődik	inf_form		Megpróbálok a szomszéd sárga házban érdeklődni	.
érdeklődik	inf_form		Érdeklődni jöttünk	.
érdeklődik	inf_form		Kilépek a konyhába Lénárd Pista felől érdeklődni	.
érdeklődik	inf_form		Elkezdtem érdeklődni	.
érdeklődik	inf_form		Érdeklődni kell	.
érdeklődik	inf_form		Érdeklődni szeretnék	...
érdeklődik	inf_form		Érdeklődni kezdett	utána.
érdeklődik	inf_form		Érdeklődni szeretnék	...
érdeklődik	inf_form		Érdeklődni lehet	emilben is.
érdeklődik	inf_form		Érdeklődni emilben lehet	.
érdeklődik	inf_form		Érdeklődni kell	.
érdeklődik	inf_form		Lehet érdeklődni	a feleségnél.
érdeklődik	inf_form		Megpróbálok érdeklődni	a rokonságnál...
érdeklődik	inf_form		Bejárkáltak érdeklődni	.
érdeklődik	inf_form		Érdeklődni Kihordani Behordani -nál lehet	.
érdeklődik	inf_form		Jelentkezni és érdeklődni	itt üzenetben.
érdeklődik	inf_form		Érdeklődni a 84/318-593 telefonszámon lehet	.
érdeklődik	inf_form		Szeretnék érdeklődni	Müller fleis gmbh-ról.
érdeklődik	inf_form		Érdeklődni nálam lehet	privátban.
érdeklődik	inf_form		Érdeklődni nálam lehet	privátban.
érdeklődik	inf_form		Érdeklődni üziben lehet	.
érdeklődik	inf_form		Érdeklődni nálam lehet	.
érdeklődik	inf_form		ÉRDEKLŐDNI A 06/30-8227296-os telefonon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	a 06-30-253-1083-as telefonszámon.
érdeklődik	inf_form		Érdeklődni az ikrekml@gmail.com címen lehet	.
érdeklődik	inf_form		Érdeklődni nálam lehet	.
érdeklődik	inf_form		Érdeklődni lehet	.
érdeklődik	inf_form		Érdeklődni a 06703353659 számon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	: karate@srse.hu emailen vagy a +36 20 9323 655-ös telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	: 06-30-986-6014 vagy 06-1-781-2372 telefonszámokon.
érdeklődik	inf_form		Érdeklődni a 06-30/997-88-66 telefonszámon valamint a fulopoptika@gmail.com e-mail címen lehet	...
érdeklődik	inf_form		Érdeklődni 30/621-6378 Szállás	lehetőség van.
érdeklődik	inf_form		Érdeklődni szeretnék	a következő HDD-ről.
érdeklődik	inf_form		Érdeklődni privát üzenetben lehet	.
érdeklődik	inf_form		Érdeklődni a nagyit-to/kukac/hotmail.com címen lehet	.
érdeklődik	inf_form		Érdeklődni nálam lehet	privát üzenetben vagy 0620/250 99 44-es telefonszámon.
érdeklődik	inf_form		Érdeklődni nálam is lehet	.
érdeklődik	inf_form		Érdeklődni a publikus mail címemen lehet	.
érdeklődik	inf_form		Érdeklődni a Lovas Áruházban lehet	.
érdeklődik	inf_form		Érdeklődni lehet	Erdeiné Csütörtök Teodóra megbízott óvodavezetőnél.
érdeklődik	inf_form		Érdeklődni lehet	Mészáros Andrásnál a +36 30 540 9527-es telefonon.
érdeklődik	inf_form		Érdeklődni szeretnél	van e valakinek felesleges madárkalitkája minél nagyobb annál jobb.
érdeklődik	inf_form		Érdeklődni lehet	Fecskovics Attila iskolavezetőnél tel: 06 30 9503 794 vagy személyesen az elméleti oktatás helyszínén Kistarcsa Dobó Katica u 2 alatt.
érdeklődik	inf_form		Lehet érdeklődni	is.
érdeklődik	inf_form		Érdeklődni lehet	: 06/70-771-27-17-es számon Mikla Marcsinál.
érdeklődik	inf_form		Érdeklődni telefonon a 06/20 579-6766-os telefonszámon lehet	Szeghalmi Anitánál.
érdeklődik	inf_form		Érdeklődni a 075-291-6160-as telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	személyesen és a megadott telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet Pap	Évánál 0620/3987906 számon.
érdeklődik	inf_form		Érdeklődni a hohnerhanna@gmail.com e-mail címen lehet	.
érdeklődik	inf_form		Érdeklődni nálam lehet	.
érdeklődik	inf_form		Érdeklődni nálam lehet	.
érdeklődik	inf_form		Érdeklődni lehet	Brigáné Szendi Orsolyánál.
érdeklődik	inf_form		Érdeklődni nálam lehet	vagy a hirdetésben szereplő elérhetőségen.
érdeklődik	inf_form		Érdeklődni a 0620/480-6616 telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni az andras pont dezsoe kukac gmail pont com címen lehet	.
érdeklődik	inf_form		Érdeklődni lehet	: Vincze Zsolt.06305407490.
érdeklődik	inf_form		Érdeklődni lehet	a kismarosi csónakházban...
érdeklődik	inf_form		Érdeklődni privátban nálam lehet	.
érdeklődik	inf_form		Érdeklődni lehet	Ádám Zsuzsanna alpolgármesternél a 30/870-2477-es telefonon vagy az alpolgarmester@val.hu email-címen.
érdeklődik	inf_form		Érdeklődni nálam lehet	.
érdeklődik	inf_form		Ideje lenne a balettban érdeklődnie	.
érdeklődik	inf_form		Érdeklődni privátban kérem	.
érdeklődik	inf_form		Érdeklődni lehet	a +36-20-95-26-320 telefon számon.
érdeklődik	inf_form		Érdeklődni szeretnék	hogy Huawei Ascend Y300-ra lesz -e elérhető android frissítés.
érdeklődik	inf_form		Érdeklődni Oldalon privát üzenetben vagy	ITT: www.facebook.com/pele.szerverek Akció Vége: 2013.9.16.
érdeklődik	inf_form		Érdeklődni a 07570438478 telefonszámon lehet	.
érdeklődik	inf_form		Ár: 2500Ft/90perc Érdeklődni	és jelentkezni privát üzenetben.
érdeklődik	inf_form		Érdeklődni a következő telefonszámon lehet	: 06 30 263 9609.
érdeklődik	inf_form		Érdeklődni lehet	Rauschenbergerné Szabó Andreánál a gimnáziumban vagy a 06304393089-es telefonszámon.
érdeklődik	inf_form		Érdeklődni E-Mailben Csere érdekel	.
érdeklődik	inf_form		Érdeklődni 06 70 9534951- es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni a +3630 207 2026-os telefonszámom	lehet vagy a ferenc0228 @ freemail.hu címen.
érdeklődik	inf_form		Érdeklődni a 06205108852 telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni a Telenor / 990-6346 számon lehet	.
érdeklődik	inf_form		Érdeklődni szeretnék	a vásárlás folyamata felől.
érdeklődik	inf_form		Érdeklődni lehet	: Vincze Zsolt.06305407490.
érdeklődik	inf_form		Érdeklődni továbbra is email-ben lehet	.
érdeklődik	inf_form		Érdeklődni lehet	telefonon: 06-30-768-4788 hétfőn 09.23-án és kedden 09.24-én 8-10 óráig.
érdeklődik	inf_form		Érdeklődni a trollka1974 @ gmail.com -on lehet	.
érdeklődik	inf_form		Érdeklődni a főnökömnél lehet	.
érdeklődik	inf_form		Érdeklődni a 0747572091 számon lehet	.
érdeklődik	inf_form		Érdeklődni lehet priviben	nálam.
érdeklődik	inf_form		Érdeklődni lehet	Varga Ildikó igazgatónál a 261-18-37 telefonszámon.
érdeklődik	inf_form		Érdeklődni telefono vagy emailben lehet	.
érdeklődik	inf_form		Érdeklődni lehet	a szerk@baratno.com emailcímen.
érdeklődik	inf_form		Ár: 50.000,- Ft Érdeklődni	a nyilvános emailen lehet.
érdeklődik	inf_form		Érdeklődni publikus ímélcímemen lehet	az árak egyezerötszáztizenhét és háromezerhétszázkilencvennyóc forint között mocorganak darabonként.
érdeklődik	inf_form		Érdemes érdeklődni	a könyvesboltnál.
érdeklődik	inf_form		Érdeklődni a 70/3696632-es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni a nemetdogsos@gmail.com címen lehet	.
érdeklődik	inf_form		Érdeklődni a megadott számon lehet	.
érdeklődik	inf_form		Eladó a gépezet érdeklődni	telefonon.
érdeklődik	inf_form		Akciósan: 11.990Ft Érdeklődni	üziben.
érdeklődik	inf_form		Érdeklődni adataimnál mailben lehet	.
érdeklődik	inf_form		Érdeklődni 70/566-4269-es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni 18 óra után a 0630/603-07-88-as telefonszámon lehet	.
érdeklődik	inf_form		Szeretnék érdeklődni	egy szám felől azt hiszem Christina nevű énekesnő énekli.
érdeklődik	inf_form		Érdeklődni a gosztomfoto@gmail.com címen lehet	.
érdeklődik	inf_form		Érdeklődni lehet	: 06/20 579-6766 telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	itt a FB-on illetve a joci11111 @ gmail.com -email címen.
érdeklődik	inf_form		Érdeklődni itt lehet	privátban.
érdeklődik	inf_form		Ára.: 32 ezer Ft Érdeklődni	a koteles64 @ gmail.com címen lehet.
érdeklődik	inf_form		Érdeklődni a londonsport.hu@gmail.com emailen lehet	.
érdeklődik	inf_form		Érdeklődni a 30/9072878 számon lehet	.
érdeklődik	inf_form		Érdeklődni szeretnék	hogy Alcatel One Touch Idol S mobiltelefont vásárlok 23000 ft ért s az van irva hogy hüségnyilatkozat nélkül.
érdeklődik	inf_form		Érdeklődni szeretnék	hogy mikortól lehet megvásárolni az iphone 5s 32 gigabájtos illetve az ipad air wifis változatot domino csomagban.
érdeklődik	inf_form		Érdeklődni a következő e-mailen lehet	: dynamicworking@gmail.com árajánlatot és képeket küldök.
érdeklődik	inf_form		Érdeklődni a nemetdogsos@gmail.com címen lehet	.
érdeklődik	inf_form		Érdeklődni 0636-323-935-ös vezetékes számon lehet	.
érdeklődik	inf_form		Érdeklődni nálam lehet	.
érdeklődik	inf_form		Érdeklődni Izsó Ágnesnél tudtok	: ( 30 ) 434 8080.
érdeklődik	inf_form		Érdeklődni emailben lehet	.
érdeklődik	inf_form		Szeretnék érdeklődni	a wellness nyereménnyel kapcsolatban.
érdeklődik	inf_form		Érdeklődni szeretnék	a készülékkel kapcsolatban.
érdeklődik	inf_form		Érdeklődni lehet	a befogadónál.
érdeklődik	inf_form		Érdeklődni a salfoldhirek@gmail.com címen lehet	.
érdeklődik	inf_form		Érdeklődni Momo után a kutyabaj @ kutyabajalapitvany email címen lehet	.
érdeklődik	inf_form		Érdeklődni a 06-30-580-4272-es telefonon lehet	.
érdeklődik	inf_form		Érdeklődni a 20/394-47-40 es számon lehet	mindennap.
érdeklődik	inf_form		Szeretnék érdeklődni	....
érdeklődik	inf_form		Érdeklődni az alábbi telefonszámon lehet	nálam: Tel.: 70/633-4644 vagy facebookon.
érdeklődik	inf_form		Érdeklődni iránta ezen a számon lehet	: +36-20-3377-695.
érdeklődik	inf_form		Érdeklődni a 06 20-465-4870-es telefonszámon vagy itt facebookon lehet	a Bundás Barát Állatvédő Csoport oldalán.
érdeklődik	inf_form		Érdeklődni a 07414 733728-as vagy 0775922 1916-os számon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	üziben vagy telefonon ( 70/334-6238 ).
érdeklődik	inf_form		Érdeklődni privátban lehet	.
érdeklődik	inf_form		Érdeklődni a 0721605266 telefonon lehet	.
érdeklődik	inf_form		Érdeklődni mindennap 14:00 után a 06 -70-269-4785-ös telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni a 0742078222 es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni 16 óra után a +436763600289 lehet	.
érdeklődik	inf_form		Érdeklődni lehet	+36-30-6828-492 telefonon december 28-ig.
érdeklődik	inf_form		Érdeklődni a 06 20 563 71 79-es számon lehet	.
érdeklődik	inf_form		Érdeklődni nálam lehet	.
érdeklődik	inf_form		Érdeklődni nálam lehet	.
érdeklődik	inf_form		Érdeklődni nevezni	nálam itt vagy a 70-9350-217-en Kiírás lejjebb...
érdeklődik	inf_form		Érdeklődni telefonon lehetséges	.
érdeklődik	inf_form		Érdeklődni nálam lehet	vagy a 06-30/695-60-69-es telszámon lehet.
érdeklődik	inf_form		Érdeklődni nálam lehet	itt vagy 06-30/695-60-69-es telszámon lehet.
érdeklődik	inf_form		Érdeklődni lehet	a 20-9651434-es telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	:.
érdeklődik	inf_form		Érdeklődni lehet	a Műsorszolgáltatási Alapnál.
érdeklődik	inf_form		Kezdtünk érdeklődni	.
érdeklődik	inf_form		Ajánlatos azonban közvetlenül a túra megkezdése előtt még egyszer érdeklődni	.
érdeklődik	inf_form		Érdemes érdeklődni	a túralehetőségek közelében fekvő városaink kollégiumaiban is.
érdeklődik	inf_form		Érdeklődni a 320-2889-es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni a 06-87-444-047-es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni a 06-94-410-079-es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni a Magyar Triatlon Szövetség ( 06 (74) 319-881 ) telefonszámán lehet	.
érdeklődik	inf_form		Érdeklődni lehet	06-70-211-8001-es és 06-20-341-8159-es telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	a 208-5842/113-as telefonszámon.
érdeklődik	inf_form		Érdeklődni Szél László edzőnél lehet	a ( 06-20 ) 924-1478-as mobiltelefonszámon.
érdeklődik	inf_form		Érdeklődni Heisler Péternél lehet	a ( 06-1 ) 463-1980-as vagy a ( 06-30 ) 201-1248-as telefonszámon.
érdeklődik	inf_form		Érdeklődni a Malév kék számain lehet	( 06-40-212-121 és 06-40-445-566 ).
érdeklődik	inf_form		Érdeklődni Ótott Kovács Erikánál lehet	a 70/31-23-092-es telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	: 62/243-701 és a 0670/3751048-as telefonszámokon.
érdeklődik	inf_form		Érdeklődni a 62/239663-as telefonszámon lehet	.
érdeklődik	inf_form		Irányár: Most akciósan 8,7 millió forint Érdeklődni	a 06-70/325-36-92-es telefonszámon lehet.
érdeklődik	inf_form		Érdeklődni a Polgármesteri Hivatal 06/62 530 142-es telefonszámán tudnak	.
érdeklődik	inf_form		Érdeklődni a 36-62/533-457-as telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	a 06 30 983 3797-es telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	Ollai Orsinák a 70/458-8755-ös telefonszámon.
érdeklődik	inf_form		Érdeklődni a Konrad Lorenz Állatvédő Egyesületnél lehet	.
érdeklődik	inf_form		Érdeklődni lehet	a 094-831171 telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	a következő telefonszámon: 059-37-05-92.
érdeklődik	inf_form		Érdeklődni a 0708/5622168-as telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	a következő telefonszámon és e-mail címen: Tel: 0907 510 502 e-mail: ftdk08 @ selyeuni.sk A nevezési díjat a következő számlaszámra kell banki átutalással befizetni: 119938012/0200 A konferencia résztvevőinek szállást biztosítunk a konferencia ideje alatt a nevezési lapon jelzett igény szerint.
érdeklődik	inf_form		Érdeklődni a 02/59 37 31 22-es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	továbbá a következő e-mail címen: euvetelkedo@gmail.com.
érdeklődik	inf_form		Érdeklődni a +421/907-719-493-as vagy a +421/905-903-920-as telefonszámokon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	: 0905434086 telefonszámon.
érdeklődik	inf_form		Érdeklődni Lázár Zsolttól a 06-(30)-242-5637-es telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	Szegedi Juditnál a 06-(20)-916-9714-es telefonon.
érdeklődik	inf_form		Érdeklődni lehet	munkanapokon 9-16 óra között a 06-(46)-347-205-ös telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	a 06-(20)-396-8669 telefonszámon.
érdeklődik	inf_form		Jelentkezni és érdeklődni	a 214-9713-as budapesti telefonszámon lehet.
érdeklődik	inf_form		Érdeklődni lehet	a 322-7473-as vagy a 226-9196-os telefonszámon is.
érdeklődik	inf_form		Érdeklődni lehet	a társaság Központi Ügyeletén a 210-0560-as telefonszámon.
érdeklődik	inf_form		Érdeklődni a sardarka@gmail.com címen lehet	.
érdeklődik	inf_form		Érdeklődni a (30) 481-1129 számon lehet	.
érdeklődik	inf_form		Célszerű ezért megfontoltan érdeklődni	és a válaszokat a későbbi félreértések elkerülése végett precízen feljegyezni.
érdeklődik	inf_form		Lehetett még érdeklődni	a Nemzetbiztonsági Hivatalnál.
érdeklődik	inf_form	-	Szeretnék érdeklődni	a tetoválás eltávolításáról.
érdeklődik	inf_form		Érdemes a hoteleknél érdeklődni	a különböző ajánlatokról.
érdeklődik	inf_form		Érdeklődni lehet	a 555-34-78-as telefonszámon.
érdeklődik	inf_form		Érdeklődni Farkas Ritánál lehet	a 555-34-78 számon.
érdeklődik	inf_form		Érdeklődni telefon	: 06-20-541-75-71 számon lehet.
érdeklődik	inf_form		Érdeklődni a 19 34 86-os telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni lehet	a líceum titkárságán ( str.
érdeklődik	inf_form		Érdeklődni a 068/131225- ös telefonszámon lehet	.
érdeklődik	inf_form		Érdeklődni a következő címen lehet	: 4300 Tg.
érdeklődik	inf_form		Érdeklődni lehet	a 066-218060 telefonszámon.
érdeklődik	inf_form		Jelentkezni és érdeklődni	lehet a 067-315418-as telefonon.
érdeklődik	inf_form		Érdeklődni lehet	a plébánia telefonszámán: 0268-331571.
érdeklődik	inf_form		Érdeklődni lehet	Borbély Istvánnál a 0745-038354-es telefonszámon.
érdeklődik	inf_form		Érdeklődni lehet	Rétyi Juliannánál a 0732-830156-os számon vagy e-mailen a julianna.retyi@caritas-ab.ro címen.
érdeklődik	inf_form		Érdeklődni lehet	a fenti címen.
érdeklődik	inf_form		Jelentkezni és érdeklődni	lehet a 0742-698166-os telefonszámon.
érdeklődik	inf_form		Érdeklődni személyesen érdemes	a megyeszékhely Borogyin utca 14/2.-n.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	a 30-32-777-11- es számon lehet.
érdeklődik	FIN INF		Érdeklődni és képet kérni	nála: Daniel Sieve AUDI A3 2.0 PD TDI F1VÁLTÓ.NAVI.TEMPOMAT.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	az üzletben.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	motivációs levéllel a a qutanilla@freemail.hu címre címen lehet..
érdeklődik	FIN INF		Érdeklődni és jelentkezni	16.00 és 22.00 között lehet a 0903/868103-as telefonszámon.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	a 058/0907947668 telefonszámon vagy személyesen Berzétén MVDr.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	Takács Tímeánál lehet a 0918/607371-es telefonszámon vagy a timea.takacs@dunstreda.eu villámposta címen.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	a 0905-826185-ös telefonszámon vagy az atosds@gmail.com e-mail címen lehet.
érdeklődik	FIN INF		Érdeklődni és regisztrálni	az art@rovas.sk címen és telefonon: 00421 907 925 796 Szabó Ottónál lehet.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	a 0742-698166-os telefonszámon lehet.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	a 0742-698166-os telefonszámon Hajlák Attila István segédlelkésznél lehet.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	Kolenák Ibolyánál lehet a 021/731-242-es telefonon vagy a kolenak@neobee.netinternetcímen.
érdeklődik	FIN INF		Érdeklődni és bővebb információt kérni	a 06 ( 20 ) 444-68-89-es telefonszámon lehet.
érdeklődik	FIN INF		Érdeklődni és jelentkezni	a tanulmányi osztályon lehet.
érdeklődik	INF FIN		Jelentkezni érdeklődni	privátba.
ajánl	inf_form		Irni kell mindjárt Őfelségének és ajánlani	kell a határőrség megszervezésére az altábornagyot.
ajánl	inf_form		Kénytelen volt békét ajánlani	.
ajánl	inf_form		Tudom ajánlani	...
ajánl	inf_form		Merem ajánlani	.
ajánl	inf_form	-	Ajánlani foglak	kakasnak rája.
ajánl	inf_form		Szeretném a figyelmükbe ajánlani	az árkérdést.
ajánl	inf_form		Szeretném ezeket tisztelt figyelmükbe ajánlani	.
ajánl	inf_form		Szeretném önöknek ezt a gondolatot a figyelmükbe ajánlani	.
ajánl	inf_form		Szeretném mindenkinek a figyelmébe ajánlani	a benyújtott törvényjavaslat 1.
ajánl	inf_form		Szeretném ezt a mottót mindenkinek a figyelmébe ajánlani	.
ajánl	inf_form		Szeretnék egy figyelemre méltó adatot a figyelmükbe ajánlani	.
ajánl	inf_form		Szeretném a figyelmébe ajánlani	a Figyelőnek egy héttel ezelőtt megjelent cikkét.
ajánl	inf_form		Szeretném még egyszer ajánlani	Juhász Ferenc figyelmébe a honvédelmi törvényt és a hozzá kapcsolódó végrehajtási rendeletet.
ajánl	inf_form		Szeretném a figyelmébe ajánlani	az agrár-környezetgazdálkodási program elfogadott és megjelent pályázatait.
ajánl	inf_form		Szeretnék még egy idézetet az önök figyelmébe ajánlani	.
ajánl	inf_form		Szeretném én is figyelmükbe ajánlani	Zatykó János képviselőtársunk módosító javaslatát.
ajánl	inf_form		Megpróbáltuk néhány e tárgyban fontosnak ítélt gondolatunkat az Országgyűlés bölcs megfontolásába ajánlani	.
ajánl	inf_form		Szeretném ezt Hegyi Gyula figyelmébe ajánlani	.
ajánl	inf_form		Tudok is egy szadista csajt ajánlani	.
ajánl	inf_form		Tudok ajánlani	jó kis nyolcadik kerületi hideget.
ajánl	inf_form		Tudom ajánlani	Joseph Beuys munkásságát és pesten a Ludwig galériát a várban.
ajánl	inf_form		Tudom neked ajánlani	a Szegedi konzervgyártól a Tejfölös pulykapaprikást.
ajánl	inf_form		Tudnék ajánlani	fehér egeret.
ajánl	inf_form		Szeretném neked ajánlani	azt a bizonyos könyvet.
ajánl	inf_form		Tudom ajánlani	a tegnap már említett fórumot....
ajánl	inf_form		Tudom ajánlani	mindenkinek.
ajánl	inf_form		Tudom ajánlani	.
ajánl	inf_form		Tudok ajánlani	látót.
ajánl	inf_form		Tudok ajánlani	ha szükséges.
ajánl	inf_form		Tudom ajánlani	magneticnek és bobitonak például.
ajánl	inf_form		Tudom ajánlani	a naplóírást.
ajánl	inf_form		Tudom ajánlani	a Törzsasztalt és a kapcsolt összejöveteleket is:).
ajánl	inf_form		Tud valaki ajánlani	egy megbízható burkolót aki szépen dolgozik és megfizethető áron.
ajánl	inf_form		Tudom ajánlani	Neked is DogKiller.
ajánl	inf_form		Ajánlani tudom	még a meséket és a népmeséket.
ajánl	inf_form		Tudnám ajánlani	Szepes Gábor nevü urat.
ajánl	inf_form		Ajánlani én a Gravis Firebird 2-est ajánlom	.
ajánl	inf_form		Tudom ajánlani	az Akarat DSE-t.
ajánl	inf_form		Ajánlani tudom	a budakeszi vadasparkhoz vezető utat és a parkolót.
ajánl	inf_form		Tudom ajánlani	.
ajánl	inf_form		Tudom ajánlani	Ópusztaszert.
ajánl	inf_form		Tudom még ajánlani	a kapart májat stb.
ajánl	inf_form		Tudom ajánlani	a Visegrádi utcában a Leroy sörözővel átellenben lévő autósboltot.
ajánl	inf_form		Szeretném egyébként mindenkinek a figyelmébe ajánlani	/ a pozitív szövegek miatt endinek külön is / a Sarnath nevű finn együttest.
ajánl	inf_form		Szeretném szolgálataimat ajánlani	a topicon résztvevőknek.
ajánl	inf_form		Szeretném a figyelmetekbe ajánlani	a gyógymasszázs akciómat.
ajánl	inf_form		Szeretnénk figyelmetekbe ajánlani	BORVACSORA társoldalunkat.
ajánl	inf_form		Tud valaki ajánlani	címet méhraj eltávolítására.
ajánl	inf_form		Tudom ajánlani	általános műveltségünk fehér foltjait satírozgatandó.
ajánl	inf_form		Tudnál a környéken olyan helyet ajánlani	ahol jó sétáló utca van sok üzlettel és szórakozó helyekkel.
